label,text,cleaned_text
ham,Taka lor. Wat time u wan 2 come n look 4 us?,Taka lor Wat time wan come look
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,free POLYPHONIC ringtone text super free poly tone week SN pobox NR zs subscription pw
ham,"\I;m reaching in another 2 stops.\""""",im reach stops
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",mean post write like time ritten stuff let sit feel time angry leave hit send stop check phone get car say sleep bored time clean fold laundry etc bed
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,Warner Village Colin Farrell SWAT wkend Warner Village free med PopcornJust msgticketkiosk valid tc kiosk Reply SONY mre film offer
ham,Will you come online today night,come online today night
ham,Then anything special?,special
ham,"I'm in solihull, | do you want anything?",solihull want
ham,Will do. Have a good day,good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,regret INFORM NHS MISTAKEU ACTUALLY bornplease REPORT YOR LOCAL HOSPITAL terminatedwe SORRY inconvenience
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday Monday feel dentist hour
ham,I am on the way to tirupur.,way tirupur
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal Henry Liverpool Henry score simple shot yard pass Bergkamp Arsenal goal margin min
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,get flaky parent Itsnot suppose child job support parent Ride age suppose support hurt unintentional hurt nonetheless
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,take hooch walk toaday fall splat graze knee stay home tomorrow
ham,"Just dropped em off, omw back now",drop em omw
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",time try contact win Pound prize claim easy min BT national rate
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,sit mu wait suite shower
ham,Re your call; You didn't see my facebook huh?,facebook huh
ham,"G says you never answer your texts, confirm/deny",say answer text confirm deny
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",common hearin wat ur day let ask different smile today Gud evng
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi Dear urgnt know problem want work problem tell wate reply
ham,Oh yah... We never cancel leh... Haha ,oh yah cancel leh haha
ham,We can go 4 e normal pilates after our intro...  ,normal pilate intro
ham,Ok... Let u noe when i leave my house.,ok let noe leave house
ham,"Oh yes, why is it like torture watching england?",oh yes like torture watch england
ham,Wanna do some art?! :D,Wanna art
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,hope wasnt piss remember go sister
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",get take WRC Rally Oz Lucozade Energy text rally LE pack lucozadecoukwrc itcould
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",Hi SEXYCHAT girl wait text text great night chatting send stop stop service
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morning boytoy yummy lip sexy bun think crave need
ham,Match started.india  &lt;#&gt;  for 2,match startedindia ltgt
ham,Once free call me sir.,free sir
ham,Hey do you want anything to buy:),hey want buy
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe go figure go New Years
ham,K..k.:)congratulation ..,kcongratulation
ham,G wants to know where the fuck you are,want know fuck
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,cancel yeah baby sound important understand darlin ring later fone love Kate
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,Tomarrow want got court ltdecimalgt come bus stand
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,home liao ask dad pick
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,Omg wedding chapel frontierville good stuff
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",eatin lor goin work soon mountain deer huh watch liao nice
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check maili mail varma keep copy membershiptake careinsha allah
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,wrong phone phone answer assume people
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",think secure lemme know want drive south chill
ham,I'm already back home so no probably not,home probably
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,Great News freefone claim guarantee cash gift speak live operator
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi Amy send free phone number couple day access adult party
ham,I am in bus on the way to calicut,bus way calicut
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probably have fun message think txt cos bored james fart night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,hi baby sit bloody bus mo will not home wanna somethin later later ortxt jess xx
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcome Select service add benefit specially train advisor free mobile dial
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,lose pound doc visit week woot woot go to celebrate stuff face
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,come dinner rite Dad ask confirm wif
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,master buy bb cos sale bf
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahh wake uphad bad dream tho not like right not know comedy night guess
ham,I'm vivek:)i got call from your number.,viveki get number
ham,Why didn't u call on your lunch?,lunch
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",mean leave early check cos work
ham,I want  &lt;#&gt;  rs da:)do you have it?,want ltgt rs dado
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care forevr GOODFRIEND
ham,Yup ok...,yup ok
ham,I want to see your pretty pussy...,want pretty pussy
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,dear voucher holder meal use following link pc enjoy dining experiencehttpwwvouchmecometlpdiningasp
ham,"A few people are at the game, I'm at the mall with iouri and kaila",people game mall iouri kaila
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent try contact Todays draw show win prize guarantee land line claim valid hrs
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,donate UNICEF Asian Tsunami disaster support fund texte donate add bill
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future plan tomorrow result today good present enjoy future
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want hos morow wil cme get dear not time
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppose meet discuss abt trip Thought xuhui tell afternoon thought lesson
ham,Hey come online! Use msn... We are all there,hey come online Use msn
ham,I'm fine. Hope you are good. Do take care.,fine hope good care
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,oops shower call hey parking garage collapse university hospital crazy stuff like happen
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo poor thing dun wan eat bathe
ham,Yar... I tot u knew dis would happen long ago already.,yar tot know dis happen long ago
ham,You are gorgeous! keep those pix cumming :) thank you!,gorgeous pix cumme thank
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",boy late home father power frndship
ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade PAUL DIDNT txt remember BARMED want TALK txt
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new year brother family let plan meet week ready spoil
ham,So what u doing today?,today
ham,I said its okay. Sorry,say okay sorry
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Slept thinkthis time ltgt pm dangerous
ham,Networking job is there.,networking job
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvike invite friend Reply YES NO wwSMSacugoldviking stop send stop FRND
ham,Dont let studying stress you out. L8r.,not let study stress Lr
ham,That's y u haf 2 keep me busy...,haf busy
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rushing work school rush hungry
ham,Which channel:-):-):):-).,channel
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,tell coulda real Valentine pick
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Phony award Todays Voda number end XX select receive award match quote claim code standard rate app
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",Eta taunton plan hope thats okday good xx
ham,I'm hungry buy smth home...,hungry buy smth home
ham,\HEY KATE,HEY KATE
ham,My drive can only be read. I need to write,drive read need write
ham,"Just looked it up and addie goes back Monday, sucks to be her",look addie go Monday suck
ham,Happy new year. Hope you are having a good semester,happy new year hope have good semester
ham,Esplanade lor. Where else...,Esplanade lor
ham,Can you talk with me..,talk
ham,"Hmph. Go head, big baller.",Hmph head big baller
ham,Well its not like you actually called someone a punto. That woulda been worse.,like actually call punto woulda bad
ham,"Nope. Since ayo travelled, he has forgotten his guy",nope ayo travel forget guy
ham,You still around? Looking to pick up later,look pick later
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cd Congratulations ur award cd gift voucher gift guarantee Freentry wkly draw xt MUSIC TnCs wwldewcomwinppmxage
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,year ltgt toyota camry like mr olayiwola Mileage ltgt kit clean need know sell raise dough soon land sell Holla
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub happy pig clover saying
ham,ILL B DOWN SOON,ILL soon
ham,Oh k. . I will come tomorrow,oh come tomorrow
ham,Go fool dont cheat others ok,fool not cheat ok
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile numberpls sm ur mail idconvey regard achan amma Rakhesh Qatar
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet mountain not
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,WON guarantee cash prize claim yr prize customer service representative ampm cost
ham,U attend ur driving lesson how many times a wk n which day?,attend ur drive lesson time wk day
ham,"Uncle G, just checking up on you. Do have a rewarding month",Uncle check rewarding month
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy gee miss today like send tm remind think love love kiss
ham,I think the other two still need to get cash but we can def be ready by 9,think need cash def ready
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,hey gal wanna meet dinner nte
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xx uve invite XCHAT final attempt contact txt CHAT MsgrcvdHG SuiteLands Row WJHL LDN yrs
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think good boy miss love
ham,Great! How is the office today?,great office today
ham,"It's cool, we can last a little while. Getting more any time soon?",cool little get time soon
ham,:-( sad puppy noise,sad puppy noise
ham,Yes its possible but dint try. Pls dont tell to any one k,yes possible dint try pls not tell
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,holla need excuse creep people sarasota
ham,Where you. What happen,happen
ham,I was gonna ask you lol but i think its at 7,go to ask lol think
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balance currently pound maximize ur cash send meg CC HG suitelands Row WjHL
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private Account Statement show un redeem SIM point Identifier Codexx expire
ham,Go chase after her and run her over while she's crossing the street,chase run cross street
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),like tell deep darkest fantasy min stop text nat rate
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leave pongaldo news work place
ham,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh
ham,Ok i vl..do u know i got adsense approved..,ok vl know get adsense approve
ham,"* Was really good to see you the other day dudette, been missing you!",good day dudette miss
ham,I want to go to perumbavoor,want perumbavoor
ham,How many times i told in the stage all use to laugh. You not listen aha.,time tell stage use laugh listen aha
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,will believe true Incredible Txts Reply learn truly amazing thing blow mind OFWD txt
ham,(You didn't hear it from me),hear
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thank talk saturday dear cherish have brother role model
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify open return ticket prepone kerala
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie invite friend reply yes no wwSMSacunataliek stop send stop FRND
ham,She ran off with a younger man. we will make pretty babies together :),run young man pretty baby
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,Jamster free wallpaper text heart TC apply need help
ham,O ic lol. Should play 9 doors sometime yo,ic lol play door yo
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad say come home bring lunch yup lor reach school lor
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",send JD Customer Service cum account Executive ur mail detail contact
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Desires go doctor liver bit stylish ur hair manage
ham,Hmmm.still we dont have opener?,hmmstill not opener
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time week away mom amp
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",Edison rightly say fool ask question wise man answer know speechless ViVa GM
ham,I will vote for wherever my heart guides me,vote heart guide
ham,With my sis lor... We juz watched italian job.,sis lor juz watch italian job
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick die loneliness know pout stomp foot need
ham,Lmao you know me so well...,Lmao know
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Mins Double Txt price Linerental Latest Orange Bluetooth mobile mobileupd late offer calloptout LF
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train northampton afraid stay skyve today ho ho wednesday fancy comedy club week way
ham,Goodnight da thangam I really miss u dear.,Goodnight da thangam miss dear
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey sun basic yoga course bugis pilate intro sit tell time free
ham,"Geeeee ... Your internet is really bad today, eh ?",gee internet bad today eh
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mth cross ntwk min txt mobileupd calloptout
ham,I think i am disturbing her da,think disturb da
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry later meeting sir
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,not stick orchard dad car go dinner leh free tonight
ham,Ok i also wan 2 watch e 9 pm show...,ok wan watch pm
ham,I dunno lei... Like dun haf...,dunno lei like dun haf
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfer ltgt ltgt pa
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,call later afternoon onword mtnl service problem south mumbai hear cannt listen
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,UK Break AccommodationVouchers term condition apply claim mustprovide claim number
ham,Talk to g and x about that,talk
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friend new amp present number Rajitha Raj Ranju
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,alfie Moon child need song ur mob tell ur ms Txt Tone charity Nokias poly charity poly ze profit charity
ham,As in different styles?,different style
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,WIN shopping spree week start play text store SkilGme TsCs winawk age perweeksub
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,Gud ni dear slp care swt dream Muah
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesage today Sorry hurt
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",attempt contract win week prize cash prize
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",glad find totally disagreeable lol
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",Guy flash madam care oh
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want New Nokia colour phone DeliveredTomorrow free minute mobile free text Free Camcorder reply
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Mark work tomorrow get work house meet
ham,\Keep ur problems in ur heart,keep ur problem ur heart
ham,"Yeah, give me a call if you've got a minute",yeah get minute
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,HI BABE UAWAKEFEELLIKW shitjustfound ALETTER THATMUM gotmarrie thnovbehind ourbacks fuckinniceselfish
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing rearrange letter give meaning dormitory dirty room Astronomer Moon starer eye Election result Lies let recount Mother law Woman Hitler plus plus Amazing
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,Aiya discuss later lar Pick
ham,Hey happy birthday...,hey happy birthday
ham,Sorry i missed your call. Can you please call back.,sorry miss
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,Omg thing cat worm bad day end
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning suffer fever dysentry able come office today
ham,I wont do anything de.,will not de
ham,What type of stuff do you sing?,type stuff sing
ham,"St andre, virgil's cream",St andre virgil cream
ham,No no. I will check all rooms befor activities,check room befor activity
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah Okie lor goin drivin den shoppin tt
ham,Gokila is talking with you aha:),Gokila talk aha
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi Shanil Rakhesh herethank exchange uncut diamond stuffleave excellent service Dino Prem
ham,K.k.this month kotees birthday know?,kkthis month kotee birthday know
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,break oh small ltgt
ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mate phone not write love Kate
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob Hit link premium Pink Panther game new Sugababes crazy Zebra animation badass Hoody wallpaper free
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah confuse thing not think friend maybe wrong thing sort invite tho come cos money
ham,"Aight, call me once you're close",aight close
ham,Nope thats fine. I might have a nap tho! ,nope fine nap tho
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt fail network error query customersqueriesnetvisionukcom
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassle weed week andre money HAUGHAIGHGTUJHYGUJ
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt not mind gv lv lttrs Bt frnd throw thm boy decide aproach gal dt time truck speed gal Wn hit girl boy run like hell save ask hw cn run fast boy reply boost secret energy instantly girl shout our energy Thy live happily gthr drinking boost evrydy Moral story hv free msgs gud ni
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy BMW car urgently vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lac that prob
ham,Ding me on ya break fassyole! Blacko from londn,de ya break fassyole Blacko londn
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,need kiss mis baby UR BABY eva
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start say big thing actually start understand small thing nice evening BSLVYL
ham,Oh you got many responsibilities.,oh get responsibility
spam,You have 1 new message. Please call 08715205273,new message
ham,I've reached sch already...,reach sch
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,December mobile mths entitle update late colour camera mobile Free Mobile Update vco free
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,definitely need module humanity dis sem izzit wan module
ham,Argh why the fuck is nobody in town ;_;,Argh fuck town
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",Lions England tone reply lionm mono lionp poly wwringtonescouk original good tone gbp network operator rate apply
ham,Thanks. Fills me with complete calm and reassurance! ,thank fill complete calm reassurance
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkum insha allah tohar been muht albi mufti mahfuuz mean
ham,Are you driving or training?,drive training
ham,Lol for real. She told my dad I have cancer,lol real tell dad cancer
spam,PRIVATE! Your 2003 Account Statement for 078,private Account Statement
ham,"Oops I did have it,  &lt;#&gt; ?",oops ltgt
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",not ENUFCREDEIT tocallshall ILEAVE UNI BUS YOR house
ham,"Hi Chikku, send some nice msgs",hi Chikku send nice msgs
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue treat like sub like release remind necessary
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah Den plus lor workin oso rite Den orchard lor place liao
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okor great month cherish guy wish day MojiBiola
ham,Cuz ibored. And don wanna study,cuz ibored don wanna study
ham,Wot about on wed nite I am 3 then but only til 9!,wot nite til
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",Rose red red blood blood heart heart send tis ur friend include like poor relation need support frnd some luvs some pray god marry try
ham,Any way where are you and what doing.,way
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,suck hair free right
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,work time try add zero saving checking ltgt
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm Dunno leh mayb bag goigng dat small ju perfume smth dat
ham,Sday only joined.so training we started today:),sday joinedso training start today
ham,Sorry * was at the grocers.,sorry grocer
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pub near Frankie Bennys near warner cinema
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",ve WON Costa Del Sol Holiday await collection toClaim SAE TC POBox Stockport SKxh Cost pm maxmin
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup not want yoga book
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut Omg yesterday dream kid boy pissed kid boy tell mark dream change diaper cause getting owe face
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine gentle unlike doc treat patient like turkey
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free week No Nokia tone ur mobile week txt NOKIA txte tell ur mate wwgetzedcouk pobox wwq normp tone
